behaviorSpaceRun,componentID,componentSize,terr,mem,numPred
64,1,3,None,None,2
64,3,3,None,None,2
64,5,1,None,None,2
65,2,10,None,None,2
65,1,10,None,None,2
66,2,11,None,None,2
66,3,7,None,None,2
66,1,2,None,None,2
67,1,6,None,None,2
67,4,6,None,None,2
67,2,2,None,None,2
67,3,6,None,None,2
68,3,7,None,None,2
68,2,9,None,None,2
68,1,4,None,None,2
69,2,5,None,None,2
69,1,7,None,None,2
69,3,3,None,None,2
69,4,1,None,None,2
69,5,1,None,None,2
69,6,1,None,None,2
69,7,1,None,None,2
69,8,1,None,None,2
70,2,8,None,None,2
70,3,7,None,None,2
70,1,5,None,None,2
71,1,8,None,None,2
71,3,2,None,None,2
71,2,10,None,None,2
72,4,5,None,None,2
72,1,4,None,None,2
72,7,1,None,None,2
72,2,3,None,None,2
72,5,2,None,None,2
72,6,2,None,None,2
72,3,3,None,None,2
73,2,12,None,None,2
73,1,2,None,None,2
73,3,6,None,None,2
74,2,11,None,None,2
74,1,9,None,None,2
75,2,9,None,None,2
75,3,3,None,None,2
75,1,8,None,None,2
76,3,10,None,None,2
76,1,5,None,None,2
76,2,4,None,None,2
76,4,1,None,None,2
77,4,1,None,None,2
77,1,6,None,None,2
77,2,5,None,None,2
77,3,6,None,None,2
77,5,1,None,None,2
77,6,1,None,None,2
78,3,8,None,None,2
78,1,2,None,None,2
78,2,10,None,None,2
79,3,8,None,None,2
79,1,4,None,None,2
79,2,5,None,None,2
79,4,1,None,None,2
79,5,1,None,None,2
79,6,1,None,None,2
80,1,9,None,None,2
80,2,11,None,None,2
81,1,11,None,None,2
81,3,4,None,None,2
81,2,5,None,None,2
82,2,8,None,None,2
82,3,4,None,None,2
82,1,6,None,None,2
82,4,1,None,None,2
82,5,1,None,None,2
83,3,10,None,None,2
83,1,7,None,None,2
83,2,3,None,None,2
84,4,1,None,None,2
84,3,8,None,None,2
84,2,7,None,None,2
84,1,2,None,None,2
84,5,1,None,None,2
84,6,1,None,None,2
85,3,2,None,None,2
85,2,6,None,None,2
85,4,7,None,None,2
85,1,5,None,None,2
86,1,7,None,None,2
86,3,10,None,None,2
86,2,3,None,None,2
87,2,5,None,None,2
87,4,10,None,None,2
87,5,1,None,None,2
87,3,2,None,None,2
87,1,2,None,None,2
88,1,13,None,None,2
88,2,7,None,None,2
89,3,14,None,None,2
89,2,2,None,None,2
89,1,4,None,None,2
90,3,8,None,None,2
90,2,10,None,None,2
90,1,2,None,None,2
91,3,8,None,None,2
91,2,7,None,None,2
91,1,4,None,None,2
91,4,1,None,None,2
92,2,10,None,None,2
92,1,7,None,None,2
92,3,3,None,None,2
93,2,8,None,None,2
93,1,12,None,None,2
94,3,9,None,None,2
94,1,6,None,None,2
94,2,3,None,None,2
94,4,1,None,None,2
94,5,1,None,None,2
95,3,2,None,None,2
95,4,4,None,None,2
95,1,8,None,None,2
95,2,3,None,None,2
95,5,1,None,None,2
95,6,1,None,None,2
95,7,1,None,None,2
96,1,5,None,None,2
96,4,3,None,None,2
96,3,6,None,None,2
96,5,1,None,None,2
96,2,5,None,None,2
97,3,9,None,None,2
97,2,4,None,None,2
97,1,7,None,None,2
98,2,9,None,None,2
98,1,11,None,None,2
99,3,7,None,None,2
99,4,6,None,None,2
99,2,2,None,None,2
99,1,4,None,None,2
99,5,1,None,None,2
100,1,6,None,None,2
100,2,11,None,None,2
100,3,1,None,None,2
100,4,1,None,None,2
100,5,1,None,None,2
101,3,10,None,None,3
101,2,4,None,None,3
101,1,6,None,None,3
102,4,10,None,None,3
102,1,4,None,None,3
102,2,4,None,None,3
102,3,2,None,None,3
103,2,6,None,None,3
103,4,5,None,None,3
103,3,7,None,None,3
103,1,2,None,None,3
104,1,5,None,None,3
104,4,6,None,None,3
104,2,6,None,None,3
104,3,3,None,None,3
105,2,9,None,None,3
105,3,9,None,None,3
105,1,2,None,None,3
106,1,2,None,None,3
106,2,9,None,None,3
106,3,9,None,None,3
107,3,4,None,None,3
107,2,12,None,None,3
107,1,2,None,None,3
107,4,1,None,None,3
107,5,1,None,None,3
108,3,15,None,None,3
108,2,3,None,None,3
108,1,2,None,None,3
109,2,11,None,None,3
109,1,9,None,None,3
110,1,10,None,None,3
110,2,10,None,None,3
111,4,1,None,None,3
111,1,3,None,None,3
111,3,9,None,None,3
111,2,4,None,None,3
111,5,1,None,None,3
111,6,1,None,None,3
111,7,1,None,None,3
112,2,9,None,None,3
112,1,4,None,None,3
112,3,7,None,None,3
113,2,5,None,None,3
113,1,4,None,None,3
113,3,4,None,None,3
113,4,6,None,None,3
113,5,1,None,None,3
114,2,4,None,None,3
114,1,8,None,None,3
114,3,8,None,None,3
115,2,9,None,None,3
115,3,6,None,None,3
115,4,1,None,None,3
115,5,1,None,None,3
115,1,2,None,None,3
115,6,1,None,None,3
116,4,4,None,None,3
116,1,2,None,None,3
116,3,7,None,None,3
116,2,7,None,None,3
117,2,16,None,None,3
117,1,4,None,None,3
118,2,14,None,None,3
118,3,4,None,None,3
118,1,2,None,None,3
119,3,9,None,None,3
119,2,8,None,None,3
119,1,3,None,None,3
120,4,7,None,None,3
120,1,2,None,None,3
120,2,2,None,None,3
120,3,9,None,None,3
121,1,8,None,None,3
121,2,8,None,None,3
121,3,1,None,None,3
121,4,1,None,None,3
121,5,1,None,None,3
121,6,1,None,None,3
122,2,9,None,None,3
122,4,1,None,None,3
122,1,3,None,None,3
122,3,4,None,None,3
122,5,1,None,None,3
122,6,1,None,None,3
122,7,1,None,None,3
123,1,10,None,None,3
123,3,8,None,None,3
123,2,2,None,None,3
124,3,9,None,None,3
124,1,2,None,None,3
124,4,4,None,None,3
124,2,5,None,None,3
125,3,6,None,None,3
125,2,6,None,None,3
125,1,4,None,None,3
125,4,1,None,None,3
125,5,1,None,None,3
125,6,1,None,None,3
125,7,1,None,None,3
126,1,7,None,None,3
126,4,7,None,None,3
126,3,3,None,None,3
126,2,3,None,None,3
127,1,8,None,None,3
127,3,6,None,None,3
127,2,6,None,None,3
128,3,7,None,None,3
128,2,8,None,None,3
128,1,3,None,None,3
128,4,1,None,None,3
128,5,1,None,None,3
129,2,2,None,None,3
129,3,6,None,None,3
129,1,9,None,None,3
129,4,3,None,None,3
130,3,6,None,None,3
130,4,2,None,None,3
130,2,8,None,None,3
130,1,2,None,None,3
130,5,2,None,None,3
131,2,7,None,None,3
131,3,11,None,None,3
131,1,2,None,None,3
132,3,5,None,None,3
132,2,9,None,None,3
132,1,2,None,None,3
132,4,4,None,None,3
133,2,16,None,None,3
133,1,4,None,None,3
134,3,8,None,None,3
134,2,3,None,None,3
134,4,7,None,None,3
134,1,2,None,None,3
135,2,6,None,None,3
135,1,14,None,None,3
136,1,3,None,None,3
136,2,9,None,None,3
136,3,7,None,None,3
136,4,1,None,None,3
137,2,8,None,None,3
137,3,3,None,None,3
137,4,6,None,None,3
137,1,3,None,None,3
138,3,2,None,None,3
138,1,9,None,None,3
138,2,9,None,None,3
139,2,7,None,None,3
139,3,5,None,None,3
139,1,8,None,None,3
140,3,7,None,None,3
140,5,1,None,None,3
140,4,4,None,None,3
140,2,5,None,None,3
140,1,2,None,None,3
140,6,1,None,None,3
141,3,7,None,None,3
141,1,9,None,None,3
141,2,4,None,None,3
142,1,4,None,None,3
142,2,12,None,None,3
142,4,2,None,None,3
142,3,2,None,None,3
143,2,3,None,None,3
143,3,14,None,None,3
143,1,3,None,None,3
144,2,5,None,None,3
144,4,1,None,None,3
144,1,8,None,None,3
144,5,1,None,None,3
144,6,1,None,None,3
144,3,4,None,None,3
145,3,9,None,None,3
145,1,7,None,None,3
145,2,4,None,None,3
146,1,18,None,None,3
146,2,2,None,None,3
147,2,9,None,None,3
147,3,5,None,None,3
147,4,1,None,None,3
147,5,1,None,None,3
147,6,1,None,None,3
147,1,2,None,None,3
147,7,1,None,None,3
148,3,16,None,None,3
148,1,2,None,None,3
148,2,2,None,None,3
149,2,17,None,None,3
149,1,3,None,None,3
150,3,10,None,None,3
150,2,4,None,None,3
150,1,6,None,None,3
151,1,6,None,None,4
151,5,5,None,None,4
151,4,3,None,None,4
151,3,3,None,None,4
151,2,3,None,None,4
152,2,8,None,None,4
152,1,12,None,None,4
153,3,3,None,None,4
153,2,6,None,None,4
153,5,1,None,None,4
153,4,4,None,None,4
153,1,3,None,None,4
153,6,1,None,None,4
153,7,1,None,None,4
153,8,1,None,None,4
154,2,13,None,None,4
154,1,7,None,None,4
155,2,7,None,None,4
155,1,6,None,None,4
155,4,1,None,None,4
155,5,1,None,None,4
155,3,5,None,None,4
156,2,11,None,None,4
156,3,7,None,None,4
156,1,2,None,None,4
157,1,4,None,None,4
157,2,16,None,None,4
158,2,5,None,None,4
158,1,12,None,None,4
158,3,3,None,None,4
159,1,2,None,None,4
159,2,10,None,None,4
159,3,8,None,None,4
160,1,7,None,None,4
160,4,2,None,None,4
160,2,8,None,None,4
160,3,2,None,None,4
160,5,1,None,None,4
161,2,5,None,None,4
161,3,3,None,None,4
161,4,7,None,None,4
161,5,2,None,None,4
161,1,3,None,None,4
162,2,6,None,None,4
162,1,11,None,None,4
162,3,1,None,None,4
162,4,1,None,None,4
162,5,1,None,None,4
163,2,14,None,None,4
163,1,6,None,None,4
164,2,2,None,None,4
164,3,10,None,None,4
164,1,8,None,None,4
165,2,11,None,None,4
165,4,4,None,None,4
165,3,3,None,None,4
165,1,2,None,None,4
166,1,2,None,None,4
166,2,13,None,None,4
166,3,5,None,None,4
167,1,3,None,None,4
167,2,4,None,None,4
167,5,3,None,None,4
167,4,3,None,None,4
167,6,3,None,None,4
167,3,4,None,None,4
168,1,9,None,None,4
168,2,3,None,None,4
168,3,8,None,None,4
169,1,5,None,None,4
169,3,4,None,None,4
169,4,5,None,None,4
169,2,6,None,None,4
170,2,15,None,None,4
170,1,5,None,None,4
171,1,2,None,None,4
171,4,4,None,None,4
171,2,6,None,None,4
171,3,2,None,None,4
171,5,3,None,None,4
171,6,3,None,None,4
172,3,7,None,None,4
172,1,10,None,None,4
172,2,3,None,None,4
173,3,12,None,None,4
173,1,6,None,None,4
173,2,2,None,None,4
174,1,6,None,None,4
174,3,5,None,None,4
174,5,1,None,None,4
174,6,1,None,None,4
174,2,4,None,None,4
174,4,2,None,None,4
174,7,1,None,None,4
175,2,18,None,None,4
175,1,2,None,None,4
176,2,18,None,None,4
176,1,2,None,None,4
177,4,3,None,None,4
177,3,7,None,None,4
177,1,4,None,None,4
177,5,1,None,None,4
177,2,3,None,None,4
177,6,1,None,None,4
177,7,1,None,None,4
178,3,3,None,None,4
178,1,5,None,None,4
178,2,12,None,None,4
179,3,4,None,None,4
179,1,8,None,None,4
179,2,3,None,None,4
179,4,5,None,None,4
180,2,12,None,None,4
180,1,8,None,None,4
181,1,8,None,None,4
181,2,4,None,None,4
181,4,4,None,None,4
181,3,4,None,None,4
182,1,11,None,None,4
182,2,9,None,None,4
183,2,4,None,None,4
183,3,5,None,None,4
183,1,10,None,None,4
183,4,1,None,None,4
184,4,2,None,None,4
184,3,11,None,None,4
184,2,2,None,None,4
184,5,1,None,None,4
184,1,2,None,None,4
184,6,1,None,None,4
184,7,1,None,None,4
185,3,7,None,None,4
185,1,3,None,None,4
185,2,8,None,None,4
185,4,1,None,None,4
185,5,1,None,None,4
186,3,8,None,None,4
186,2,7,None,None,4
186,1,2,None,None,4
186,4,3,None,None,4
187,3,13,None,None,4
187,1,2,None,None,4
187,2,5,None,None,4
188,2,10,None,None,4
188,1,10,None,None,4
189,2,5,None,None,4
189,4,6,None,None,4
189,3,4,None,None,4
189,1,5,None,None,4
190,5,5,None,None,4
190,2,3,None,None,4
190,4,7,None,None,4
190,3,3,None,None,4
190,1,2,None,None,4
191,2,4,None,None,4
191,4,5,None,None,4
191,3,9,None,None,4
191,1,2,None,None,4
192,5,1,None,None,4
192,1,3,None,None,4
192,2,7,None,None,4
192,6,1,None,None,4
192,3,4,None,None,4
192,4,4,None,None,4
193,2,9,None,None,4
193,3,9,None,None,4
193,1,2,None,None,4
194,2,7,None,None,4
194,3,7,None,None,4
194,4,1,None,None,4
194,1,4,None,None,4
194,5,1,None,None,4
195,1,4,None,None,4
195,5,1,None,None,4
195,4,3,None,None,4
195,6,1,None,None,4
195,2,3,None,None,4
195,3,3,None,None,4
195,7,1,None,None,4
195,8,1,None,None,4
195,9,1,None,None,4
195,10,1,None,None,4
195,11,1,None,None,4
196,1,17,None,None,4
196,2,3,None,None,4
197,2,12,None,None,4
197,3,6,None,None,4
197,1,2,None,None,4
198,3,5,None,None,4
198,2,5,None,None,4
198,4,1,None,None,4
198,5,1,None,None,4
198,1,4,None,None,4
198,6,1,None,None,4
198,7,1,None,None,4
198,8,1,None,None,4
198,9,1,None,None,4
199,3,9,None,None,4
199,2,7,None,None,4
199,1,4,None,None,4
200,1,11,None,None,4
200,2,9,None,None,4
1,2,10,None,Shared,1
1,3,2,None,Shared,1
1,5,1,None,Shared,1
1,1,2,None,Shared,1
1,6,1,None,Shared,1
1,4,4,None,Shared,1
2,2,6,None,Shared,1
2,3,6,None,Shared,1
2,1,8,None,Shared,1
3,2,13,None,Shared,1
3,3,2,None,Shared,1
3,4,1,None,Shared,1
3,5,1,None,Shared,1
3,1,2,None,Shared,1
3,6,1,None,Shared,1
4,2,10,None,Shared,1
4,1,2,None,Shared,1
4,3,6,None,Shared,1
4,4,1,None,Shared,1
4,5,1,None,Shared,1
5,3,6,None,Shared,1
5,1,8,None,Shared,1
5,2,6,None,Shared,1
6,2,12,None,Shared,1
6,1,7,None,Shared,1
6,3,1,None,Shared,1
7,2,12,None,Shared,1
7,3,4,None,Shared,1
7,1,4,None,Shared,1
8,1,8,None,Shared,1
8,2,12,None,Shared,1
9,4,1,None,Shared,1
9,2,7,None,Shared,1
9,1,3,None,Shared,1
9,5,1,None,Shared,1
9,3,7,None,Shared,1
9,6,1,None,Shared,1
10,2,3,None,Shared,1
10,4,7,None,Shared,1
10,1,4,None,Shared,1
10,3,5,None,Shared,1
10,5,1,None,Shared,1
11,1,9,None,Shared,1
11,2,11,None,Shared,1
12,1,3,None,Shared,1
12,3,8,None,Shared,1
12,2,5,None,Shared,1
12,4,1,None,Shared,1
12,5,1,None,Shared,1
12,6,1,None,Shared,1
12,7,1,None,Shared,1
13,2,6,None,Shared,1
13,4,2,None,Shared,1
13,1,2,None,Shared,1
13,5,6,None,Shared,1
13,3,2,None,Shared,1
13,6,1,None,Shared,1
13,7,1,None,Shared,1
14,1,6,None,Shared,1
14,3,8,None,Shared,1
14,4,1,None,Shared,1
14,5,1,None,Shared,1
14,6,1,None,Shared,1
14,2,2,None,Shared,1
14,7,1,None,Shared,1
15,1,4,None,Shared,1
15,2,6,None,Shared,1
15,3,10,None,Shared,1
16,1,11,None,Shared,1
16,2,5,None,Shared,1
16,3,4,None,Shared,1
17,1,12,None,Shared,1
17,2,8,None,Shared,1
18,2,11,None,Shared,1
18,1,9,None,Shared,1
19,4,8,None,Shared,1
19,3,4,None,Shared,1
19,2,3,None,Shared,1
19,5,1,None,Shared,1
19,6,1,None,Shared,1
19,1,2,None,Shared,1
19,7,1,None,Shared,1
20,2,18,None,Shared,1
20,1,2,None,Shared,1
21,2,15,None,Shared,1
21,1,5,None,Shared,1
22,2,6,None,Shared,1
22,3,7,None,Shared,1
22,4,1,None,Shared,1
22,1,4,None,Shared,1
22,5,1,None,Shared,1
22,6,1,None,Shared,1
23,3,6,None,Shared,1
23,2,7,None,Shared,1
23,1,7,None,Shared,1
24,1,8,None,Shared,1
24,4,1,None,Shared,1
24,2,7,None,Shared,1
24,3,2,None,Shared,1
24,5,1,None,Shared,1
24,6,1,None,Shared,1
25,2,8,None,Shared,1
25,3,6,None,Shared,1
25,1,4,None,Shared,1
25,4,1,None,Shared,1
25,5,1,None,Shared,1
26,2,15,None,Shared,1
26,1,5,None,Shared,1
27,1,8,None,Shared,1
27,2,12,None,Shared,1
28,2,15,None,Shared,1
28,3,1,None,Shared,1
28,1,2,None,Shared,1
28,4,1,None,Shared,1
28,5,1,None,Shared,1
29,3,14,None,Shared,1
29,4,1,None,Shared,1
29,2,2,None,Shared,1
29,5,1,None,Shared,1
29,1,2,None,Shared,1
30,2,11,None,Shared,1
30,3,4,None,Shared,1
30,1,5,None,Shared,1
31,2,9,None,Shared,1
31,3,9,None,Shared,1
31,1,2,None,Shared,1
32,3,10,None,Shared,1
32,1,8,None,Shared,1
32,2,2,None,Shared,1
33,1,9,None,Shared,1
33,3,1,None,Shared,1
33,2,3,None,Shared,1
33,4,1,None,Shared,1
33,5,1,None,Shared,1
33,6,1,None,Shared,1
33,7,1,None,Shared,1
33,8,1,None,Shared,1
33,9,1,None,Shared,1
33,10,1,None,Shared,1
34,2,9,None,Shared,1
34,3,8,None,Shared,1
34,1,2,None,Shared,1
34,4,1,None,Shared,1
35,2,6,None,Shared,1
35,5,5,None,Shared,1
35,4,4,None,Shared,1
35,6,1,None,Shared,1
35,3,2,None,Shared,1
35,1,2,None,Shared,1
36,4,4,None,Shared,1
36,1,7,None,Shared,1
36,2,5,None,Shared,1
36,3,4,None,Shared,1
37,1,5,None,Shared,1
37,2,8,None,Shared,1
37,3,7,None,Shared,1
38,3,3,None,Shared,1
38,2,10,None,Shared,1
38,1,7,None,Shared,1
39,2,6,None,Shared,1
39,1,10,None,Shared,1
39,3,4,None,Shared,1
40,2,10,None,Shared,1
40,4,5,None,Shared,1
40,1,2,None,Shared,1
40,3,3,None,Shared,1
41,2,11,None,Shared,1
41,1,4,None,Shared,1
41,4,1,None,Shared,1
41,3,4,None,Shared,1
42,2,8,None,Shared,1
42,1,3,None,Shared,1
42,3,9,None,Shared,1
43,2,7,None,Shared,1
43,1,9,None,Shared,1
43,3,3,None,Shared,1
43,4,1,None,Shared,1
44,2,9,None,Shared,1
44,3,9,None,Shared,1
44,1,2,None,Shared,1
45,2,6,None,Shared,1
45,1,14,None,Shared,1
46,1,8,None,Shared,1
46,2,9,None,Shared,1
46,3,3,None,Shared,1
47,1,8,None,Shared,1
47,2,11,None,Shared,1
47,3,1,None,Shared,1
48,2,2,None,Shared,1
48,1,5,None,Shared,1
48,3,6,None,Shared,1
48,5,2,None,Shared,1
48,4,5,None,Shared,1
49,1,8,None,Shared,1
49,2,10,None,Shared,1
49,3,1,None,Shared,1
49,4,1,None,Shared,1
50,1,8,None,Shared,1
50,3,7,None,Shared,1
50,2,5,None,Shared,1
51,3,7,None,Shared,2
51,1,5,None,Shared,2
51,4,6,None,Shared,2
51,2,2,None,Shared,2
52,2,6,None,Shared,2
52,4,1,None,Shared,2
52,1,6,None,Shared,2
52,5,1,None,Shared,2
52,6,1,None,Shared,2
52,7,1,None,Shared,2
52,8,1,None,Shared,2
52,3,2,None,Shared,2
52,9,1,None,Shared,2
53,2,18,None,Shared,2
53,1,2,None,Shared,2
54,1,8,None,Shared,2
54,2,8,None,Shared,2
54,3,4,None,Shared,2
55,1,8,None,Shared,2
55,3,6,None,Shared,2
55,2,6,None,Shared,2
56,1,2,None,Shared,2
56,3,15,None,Shared,2
56,2,3,None,Shared,2
57,1,6,None,Shared,2
57,3,6,None,Shared,2
57,4,1,None,Shared,2
57,5,1,None,Shared,2
57,6,1,None,Shared,2
57,2,3,None,Shared,2
57,7,1,None,Shared,2
57,8,1,None,Shared,2
58,3,1,None,Shared,2
58,2,8,None,Shared,2
58,4,1,None,Shared,2
58,1,7,None,Shared,2
58,5,1,None,Shared,2
58,6,1,None,Shared,2
58,7,1,None,Shared,2
59,1,4,None,Shared,2
59,2,16,None,Shared,2
60,1,6,None,Shared,2
60,2,5,None,Shared,2
60,3,6,None,Shared,2
60,4,3,None,Shared,2
61,2,7,None,Shared,2
61,3,3,None,Shared,2
61,1,3,None,Shared,2
61,4,1,None,Shared,2
61,5,1,None,Shared,2
61,6,1,None,Shared,2
61,7,1,None,Shared,2
61,8,1,None,Shared,2
61,9,1,None,Shared,2
61,10,1,None,Shared,2
62,2,12,None,Shared,2
62,3,5,None,Shared,2
62,1,3,None,Shared,2
63,2,10,None,Shared,2
63,1,6,None,Shared,2
63,3,4,None,Shared,2
64,3,4,None,Shared,2
64,2,6,None,Shared,2
64,1,8,None,Shared,2
64,4,2,None,Shared,2
65,3,4,None,Shared,2
65,1,4,None,Shared,2
65,2,12,None,Shared,2
66,2,6,None,Shared,2
66,3,6,None,Shared,2
66,1,8,None,Shared,2
67,2,10,None,Shared,2
67,1,7,None,Shared,2
67,3,3,None,Shared,2
68,2,9,None,Shared,2
68,1,4,None,Shared,2
68,3,7,None,Shared,2
69,1,10,None,Shared,2
69,2,7,None,Shared,2
69,3,3,None,Shared,2
70,3,5,None,Shared,2
70,2,6,None,Shared,2
70,1,9,None,Shared,2
71,1,8,None,Shared,2
71,2,12,None,Shared,2
72,3,2,None,Shared,2
72,2,7,None,Shared,2
72,1,11,None,Shared,2
73,2,5,None,Shared,2
73,3,7,None,Shared,2
73,1,8,None,Shared,2
74,2,2,None,Shared,2
74,5,1,None,Shared,2
74,1,2,None,Shared,2
74,3,7,None,Shared,2
74,6,1,None,Shared,2
74,7,1,None,Shared,2
74,4,5,None,Shared,2
74,8,1,None,Shared,2
75,2,8,None,Shared,2
75,3,4,None,Shared,2
75,4,6,None,Shared,2
75,1,2,None,Shared,2
76,3,3,None,Shared,2
76,1,5,None,Shared,2
76,4,5,None,Shared,2
76,2,7,None,Shared,2
77,1,9,None,Shared,2
77,3,7,None,Shared,2
77,2,4,None,Shared,2
78,4,7,None,Shared,2
78,2,5,None,Shared,2
78,1,2,None,Shared,2
78,3,6,None,Shared,2
79,2,7,None,Shared,2
79,3,4,None,Shared,2
79,4,7,None,Shared,2
79,1,2,None,Shared,2
80,2,11,None,Shared,2
80,3,7,None,Shared,2
80,1,2,None,Shared,2
81,3,6,None,Shared,2
81,2,7,None,Shared,2
81,1,4,None,Shared,2
81,4,1,None,Shared,2
81,5,1,None,Shared,2
81,6,1,None,Shared,2
82,3,8,None,Shared,2
82,2,5,None,Shared,2
82,1,6,None,Shared,2
82,4,1,None,Shared,2
83,1,5,None,Shared,2
83,2,5,None,Shared,2
83,5,2,None,Shared,2
83,3,3,None,Shared,2
83,4,5,None,Shared,2
84,1,7,None,Shared,2
84,2,3,None,Shared,2
84,3,10,None,Shared,2
85,1,9,None,Shared,2
85,2,11,None,Shared,2
86,3,6,None,Shared,2
86,1,3,None,Shared,2
86,4,4,None,Shared,2
86,2,7,None,Shared,2
87,2,15,None,Shared,2
87,3,3,None,Shared,2
87,1,2,None,Shared,2
88,1,6,None,Shared,2
88,4,4,None,Shared,2
88,3,6,None,Shared,2
88,2,4,None,Shared,2
89,2,6,None,Shared,2
89,3,10,None,Shared,2
89,1,4,None,Shared,2
90,2,10,None,Shared,2
90,4,2,None,Shared,2
90,3,5,None,Shared,2
90,1,2,None,Shared,2
90,5,1,None,Shared,2
91,2,7,None,Shared,2
91,3,4,None,Shared,2
91,1,2,None,Shared,2
91,4,4,None,Shared,2
91,5,3,None,Shared,2
92,3,5,None,Shared,2
92,4,6,None,Shared,2
92,2,2,None,Shared,2
92,1,7,None,Shared,2
93,1,7,None,Shared,2
93,4,1,None,Shared,2
93,2,5,None,Shared,2
93,3,5,None,Shared,2
93,5,1,None,Shared,2
93,6,1,None,Shared,2
94,3,5,None,Shared,2
94,1,10,None,Shared,2
94,2,5,None,Shared,2
95,1,8,None,Shared,2
95,2,3,None,Shared,2
95,3,9,None,Shared,2
96,3,5,None,Shared,2
96,4,5,None,Shared,2
96,2,7,None,Shared,2
96,1,3,None,Shared,2
97,2,7,None,Shared,2
97,1,7,None,Shared,2
97,4,3,None,Shared,2
97,3,3,None,Shared,2
98,2,4,None,Shared,2
98,4,4,None,Shared,2
98,1,9,None,Shared,2
98,3,3,None,Shared,2
99,1,8,None,Shared,2
99,2,12,None,Shared,2
100,2,9,None,Shared,2
100,3,7,None,Shared,2
100,4,2,None,Shared,2
100,1,2,None,Shared,2
101,1,3,None,Shared,3
101,3,5,None,Shared,3
101,4,7,None,Shared,3
101,2,5,None,Shared,3
102,2,10,None,Shared,3
102,3,3,None,Shared,3
102,1,7,None,Shared,3
103,2,9,None,Shared,3
103,3,3,None,Shared,3
103,1,8,None,Shared,3
104,1,13,None,Shared,3
104,2,7,None,Shared,3
105,2,18,None,Shared,3
105,1,2,None,Shared,3
106,1,3,None,Shared,3
106,2,3,None,Shared,3
106,6,1,None,Shared,3
106,3,8,None,Shared,3
106,5,2,None,Shared,3
106,4,2,None,Shared,3
106,7,1,None,Shared,3
107,2,2,None,Shared,3
107,3,11,None,Shared,3
107,4,5,None,Shared,3
107,1,2,None,Shared,3
108,3,4,None,Shared,3
108,1,3,None,Shared,3
108,2,9,None,Shared,3
108,4,4,None,Shared,3
109,2,11,None,Shared,3
109,3,4,None,Shared,3
109,1,2,None,Shared,3
109,4,3,None,Shared,3
110,3,6,None,Shared,3
110,2,10,None,Shared,3
110,4,1,None,Shared,3
110,1,3,None,Shared,3
111,1,13,None,Shared,3
111,2,7,None,Shared,3
112,4,9,None,Shared,3
112,1,3,None,Shared,3
112,2,5,None,Shared,3
112,3,3,None,Shared,3
113,2,9,None,Shared,3
113,1,11,None,Shared,3
114,4,1,None,Shared,3
114,2,7,None,Shared,3
114,5,1,None,Shared,3
114,3,5,None,Shared,3
114,1,2,None,Shared,3
114,6,1,None,Shared,3
114,7,1,None,Shared,3
114,8,1,None,Shared,3
114,9,1,None,Shared,3
115,4,3,None,Shared,3
115,3,8,None,Shared,3
115,2,3,None,Shared,3
115,1,6,None,Shared,3
116,3,10,None,Shared,3
116,4,2,None,Shared,3
116,2,6,None,Shared,3
116,1,2,None,Shared,3
117,1,6,None,Shared,3
117,2,14,None,Shared,3
118,3,6,None,Shared,3
118,2,8,None,Shared,3
118,1,6,None,Shared,3
119,1,7,None,Shared,3
119,2,6,None,Shared,3
119,3,5,None,Shared,3
119,4,1,None,Shared,3
119,5,1,None,Shared,3
120,3,10,None,Shared,3
120,2,8,None,Shared,3
120,1,2,None,Shared,3
121,2,9,None,Shared,3
121,3,1,None,Shared,3
121,1,8,None,Shared,3
121,4,1,None,Shared,3
121,5,1,None,Shared,3
122,3,4,None,Shared,3
122,2,9,None,Shared,3
122,1,7,None,Shared,3
123,1,6,None,Shared,3
123,3,8,None,Shared,3
123,2,6,None,Shared,3
124,3,8,None,Shared,3
124,1,4,None,Shared,3
124,2,8,None,Shared,3
125,5,1,None,Shared,3
125,4,3,None,Shared,3
125,1,3,None,Shared,3
125,3,2,None,Shared,3
125,2,8,None,Shared,3
125,6,1,None,Shared,3
125,7,1,None,Shared,3
125,8,1,None,Shared,3
126,3,11,None,Shared,3
126,4,1,None,Shared,3
126,5,1,None,Shared,3
126,1,2,None,Shared,3
126,2,5,None,Shared,3
127,3,5,None,Shared,3
127,2,7,None,Shared,3
127,1,8,None,Shared,3
128,3,11,None,Shared,3
128,1,5,None,Shared,3
128,2,4,None,Shared,3
129,2,12,None,Shared,3
129,1,2,None,Shared,3
129,3,6,None,Shared,3
130,1,9,None,Shared,3
130,2,3,None,Shared,3
130,3,8,None,Shared,3
131,3,5,None,Shared,3
131,4,4,None,Shared,3
131,1,5,None,Shared,3
131,2,6,None,Shared,3
132,3,6,None,Shared,3
132,1,4,None,Shared,3
132,5,1,None,Shared,3
132,4,5,None,Shared,3
132,2,3,None,Shared,3
132,6,1,None,Shared,3
133,2,16,None,Shared,3
133,1,4,None,Shared,3
134,2,7,None,Shared,3
134,3,8,None,Shared,3
134,4,2,None,Shared,3
134,1,2,None,Shared,3
134,5,1,None,Shared,3
135,2,14,None,Shared,3
135,1,2,None,Shared,3
135,3,4,None,Shared,3
136,1,2,None,Shared,3
136,2,18,None,Shared,3
137,1,13,None,Shared,3
137,3,4,None,Shared,3
